name,username,followers_count,listed_count,following,favorites,verified,default_profile,location,time_zone,statuses_count,description,geo_enabled,contributors_enabled,tweet_in_reply_to_id,tweet_time,tweet_text,tweet_lat,tweet_long,tweet_source,tweet_in_reply_to_screen_name,tweet_direct_reply,tweet_retweet_status,tweet_retweet_count,tweet_favorite_count,tweet_hashtags,tweet_hashtags_count,tweet_urls,tweet_urls_count,tweet_user_mentions,tweet_user_mentions_count,tweet_media_type,tweet_contributors
TheSanoG,SantosgThe,3,0,39,17,FALSE,TRUE,"Normal, IL",,17,,FALSE,FALSE,939680422493073000,12/10/2017 3:03,@realDonaldTrump Thank you [?][?][?][?],,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Blane M,eyemumforfun,129,1,389,588,FALSE,TRUE,,Eastern Time (US & Canada),502,,TRUE,FALSE,,12/10/2017 3:03,@realDonaldTrump oh look at you walking in to that empty arena!! https://t.co/rC8zuwBquJ,,,Twitter for iPad,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/rC8zuwBquJ,1,realDonaldTrump,1,,
Richard Downing,fenrir_71,33,0,347,235,FALSE,TRUE,Indiana,,311,"Father to amazing twin sons, husband to incredible wife, proud US Army veteran, lover of peace and kindness, atheist, ponderer extraordinaire.
E Pluribus Unum",FALSE,FALSE,939485131693322000,12/10/2017 3:03,"@realDonaldTrump My god you're a fool.
The best words?
I think not sir. 

E Pluribus Unum",,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Mrs. Teach,kaytness519,76,7,262,976,FALSE,FALSE,CT,Eastern Time (US & Canada),14713,Wifey. Mommy. Homebody. Lifelong foodie. Beach lover. All-around awesome.,TRUE,FALSE,939680422493073000,12/10/2017 3:03,@realDonaldTrump What about Americans killed by preventable crimes such as making it easy for other Americans to get guns???,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,1,,0,,0,realDonaldTrump,1,,
Space Ghost,SpaceGhost1973,3,0,100,312,FALSE,TRUE,Here,,1307,"My views span the political spectrum since they're based on morals and research, not hypocritical corrupt political parties.",FALSE,FALSE,939634404267380000,12/10/2017 3:03,@realDonaldTrump @daveweigel  https://t.co/ySae7dlu6Y,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,1,1,,0,,0,"realDonaldTrump, daveweigel",2,photo,
Candice Brewer,Candice41619851,735,0,1310,3822,FALSE,TRUE,"West Virginia, USA",,1304,"Liberal as hell, love country life, old hippie, Addison's disease warrior, want tRump in prison, he will never be my president",FALSE,FALSE,,12/10/2017 3:03,@realDonaldTrump https://t.co/WD6IokL4Um,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,photo,
Todd Taylor,goneskiingsv,80,1,208,1101,FALSE,FALSE,,Pacific Time (US & Canada),3135,,TRUE,FALSE,939680422493073000,12/10/2017 3:03,@realDonaldTrump  https://t.co/v3HAsUMfAm,,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,photo,
jerald,aka12003,5,0,65,93,FALSE,TRUE,"Nailsworth, England",,233,,FALSE,FALSE,939189419386470000,12/10/2017 3:03,@realDonaldTrump Although im not american but....i believe you mr president. Make usa as it should be....,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
James Jaus,JJayUSA,29,3,59,703,FALSE,TRUE,,Pacific Time (US & Canada),6602,,FALSE,FALSE,939355447273906000,12/10/2017 3:03,@realDonaldTrump Trump keep investigating the investigation.  Deep state needs to be jailed for this Attempted coup.,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Paul C Maisel,maisel_paul,1,0,19,24,FALSE,TRUE,"Castle Rock, CO",,7,,FALSE,FALSE,939616077356642000,12/10/2017 3:03,@realDonaldTrump @daveweigel @washingtonpost Don't care,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel, washingtonpost",3,,
j-Cub,OSnapBubbleWrap,170,1,169,2818,FALSE,FALSE,washington state university,Pacific Time (US & Canada),5191,Because I know today has been the most perfect day I've ever seen.,TRUE,FALSE,939642796289470000,12/10/2017 3:03,@realDonaldTrump When Donald Trump spoils the whole game for you ,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Barb Gallo,GallosHumor6,60,0,118,3349,FALSE,TRUE,"Millbrook, NY",,2002,"Teacher, author and  Reiki Practitioner",TRUE,FALSE,939680422493073000,12/10/2017 3:03,@realDonaldTrump  https://t.co/8Kfic84vv3,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,photo,
Rob Milliken,rob99201,45,0,24,4159,FALSE,TRUE,"Bethel Park, PA",,1989,"3rd Great Grandson of Corp. James F. Milliken, CO C 38th WIS Vol. Inf. (Union side of Civil War). Participated  fall of Petersburg, trial of Lincoln assassins.",FALSE,FALSE,939485131693322000,12/10/2017 3:03,@realDonaldTrump Best way to cover up your lies is to point fingers at others who make a mistake and retract them.... https://t.co/cDhq2CqsqL,,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/cDhq2CqsqL,1,realDonaldTrump,1,,
Grimm knight,AquinoTristen,1,0,17,3,FALSE,TRUE,None Of Yo Biz,,3,"Just someone who airsofts, loves guns, and hopes America gets it together someday. Don't know when it will happen if it ever will. I will speak my damn mind tho",FALSE,FALSE,939485131693322000,12/10/2017 3:03,"@realDonaldTrump Gotta love fake news, plus when u tell the truth, they cut u off the feed which should be a crime lol",,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Mark Butler,markbutler1959,711,2,3049,5539,FALSE,TRUE,,,2174,"Open wheel racing fan, from Indy to F1, Indiana Pacers fan, Indiana University Basketball fan, follower of the Sharks from  @OSEARCH and lover of life! #resist",TRUE,FALSE,939634404267380000,12/10/2017 3:03,@realDonaldTrump @daveweigel  https://t.co/SxIhewaRIA,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,1,1,,0,,0,"realDonaldTrump, daveweigel",2,photo,
ndnmale,ndnmale2,7,0,44,878,FALSE,FALSE,"Bowling Green, OH",,1487,,FALSE,FALSE,939680422493073000,12/10/2017 3:03,@realDonaldTrump Stand up to this beast. Resist this racist tyrant.,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Jim DeCoux,JimDeCoux,54,0,138,18750,FALSE,TRUE,,Central Time (US & Canada),525,,FALSE,FALSE,939680422493073000,12/10/2017 3:03,@realDonaldTrump You're a terrible excuse for a human being and I hope you are removed from office soon.,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
PJ,CaliResists,20,0,76,196,FALSE,TRUE,"California, USA",Pacific Time (US & Canada),1266,"I'm fighting for normalcy, moral obligations and the truth #TheResistance",FALSE,FALSE,939477807813595000,12/10/2017 3:03,"@realDonaldTrump @MooreSenate is a puppet, he's buried deep in favors to his donors and they will make him do what... https://t.co/KchF471BAh",,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/KchF471BAh,1,"realDonaldTrump, MooreSenate",2,,
B Yates,OldDrum,50,2,159,864,FALSE,TRUE,,Central Time (US & Canada),1789,,FALSE,FALSE,939634404267380000,12/10/2017 3:03,"@realDonaldTrump @daveweigel After he is fired, then so should anyone who claims that Barack Obama was not born in... https://t.co/H5kTmHjmtQ",,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/H5kTmHjmtQ,1,"realDonaldTrump, daveweigel",2,,
John,wizera,289,8,609,4083,FALSE,FALSE,,,5490,,FALSE,FALSE,939680422493073000,12/10/2017 3:03,@realDonaldTrump  https://t.co/4iKl8uTur4,,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,photo,
Gary Skip Klavans,Gklavans,167,9,273,28,FALSE,FALSE,North Hollywood,Pacific Time (US & Canada),423,Actor/Writer,TRUE,FALSE,,12/10/2017 3:03,"@realDonaldTrump You are traitor to this nation.  An embarrassment to America &amp; all Americans, a pox on the world.... https://t.co/KgZDNHF0yG",,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/KgZDNHF0yG,1,realDonaldTrump,1,,
Andrew Paul,norbury_andrew,2,0,30,18,FALSE,TRUE,,,170,,FALSE,FALSE,939680422493073000,12/10/2017 3:03,@realDonaldTrump Take assault rifles off white dudes while you're at it. No American should be separated from their... https://t.co/FSnYSoEQUN,,,Twitter Lite,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/FSnYSoEQUN,1,realDonaldTrump,1,,
J1049,J10491,43,1,68,2825,FALSE,TRUE,United States,,2258,"Bleeding heart liberal, animal lover. Won't mind going toe to toe with racist.",FALSE,FALSE,939680422493073000,12/10/2017 3:03,@realDonaldTrump Fuck you your a racist bastard.,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
anon,rejecttrump123,97,1,262,33114,FALSE,TRUE,United States,,20379,,FALSE,FALSE,939477807813595000,12/10/2017 3:03,@realDonaldTrump We can't have a child molester Moore is racist predator,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Todd Taylor,goneskiingsv,80,1,208,1101,FALSE,FALSE,,Pacific Time (US & Canada),3135,,TRUE,FALSE,939680422493073000,12/10/2017 3:03,@realDonaldTrump  https://t.co/4vnNUBXSOy,,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,2,,0,,0,realDonaldTrump,1,photo,
Rachael Jones,rpjones_1,0,0,27,1,FALSE,TRUE,,,1,,FALSE,FALSE,939485131693322000,12/10/2017 3:03,"@realDonaldTrump I trust CNN. I, however, do not trust you.",,,Twitter Lite,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Trey,TreyIrby,876,41,1332,28474,FALSE,FALSE,Tuscaloosa Town,Central Time (US & Canada),77707,of lying in bed fame,TRUE,FALSE,939485131693322000,12/10/2017 3:03,@realDonaldTrump I just wanted to reply for the follows lol this is a stupid tweet haha,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Old Biker,OldBiker7,2,0,37,117,FALSE,TRUE,,,53,,FALSE,FALSE,939634404267380000,12/10/2017 3:03,@realDonaldTrump @daveweigel I went to an Obama campaign stop at the IN State fairground in Oct 2008...outside...in... https://t.co/yXftVY5Tim,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/yXftVY5Tim,1,"realDonaldTrump, daveweigel",2,,
Shitdonaldtrumpsays,shittrumpsaying,2,0,16,93,FALSE,TRUE,,,315,,FALSE,FALSE,939560154269405000,12/10/2017 3:03,@realDonaldTrump Go fuck yourself -you racist pig,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Have Faith,HaveFaithAmeric,223,4,238,7520,FALSE,TRUE,,,7644,Introspection is good for the soul.  No political party has a mandate on God. Those who pray the loudest scare me the most.,FALSE,FALSE,939634404267380000,12/10/2017 3:03,@realDonaldTrump @daveweigel You're one pathetic loser. You do know people are suffering in Puerto Rico?,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel",2,,
Lisa licht,Daggle1958,18,0,120,2303,FALSE,TRUE,,,1742,,FALSE,FALSE,939680422493073000,12/10/2017 3:03,@realDonaldTrump No such thing as sanctuary cities. Just cities that refuse to have their police do the job of immigration. Fool.,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,1,,0,,0,realDonaldTrump,1,,
dpm,DawnPM70,24,2,159,392,FALSE,TRUE,,Pacific Time (US & Canada),789,,FALSE,FALSE,939680422493073000,12/10/2017 3:03,"@realDonaldTrump There's no evidence that undocumented immigrants commit more crime.Also,there's no national databa... https://t.co/c528IWcOzj",,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/c528IWcOzj,1,realDonaldTrump,1,,
Trump's Mama,TrumpsMama,150,4,59,346,FALSE,TRUE,Hell,,5409,"Im the tormented spirit of Trump's mother, Im condemned to Explain my son's actions.",FALSE,FALSE,939616077356642000,12/10/2017 3:03,@realDonaldTrump @daveweigel @washingtonpost PICTURES DONT LIE it was PACKED &amp; big lines  of f-king racist A$$sholes!,,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel, washingtonpost",3,,
Philip Williams,psw3158,20,3,96,1752,FALSE,TRUE,,,2988,,FALSE,FALSE,939616077356642000,12/10/2017 3:03,"@realDonaldTrump @daveweigel @washingtonpost You're a delusional misfit place only holds 12,000 #legendinyourownsicklittlemind",,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,legendinyourownsicklittlemind,1,,0,"realDonaldTrump, daveweigel, washingtonpost",3,,
A Sheep; revolting,revolting_sheep,8,0,70,623,FALSE,FALSE,"England, United Kingdom",,462,"November 2016: USA embraces misogyny & white supremacy.

December 2017: USA embraces paedophilia.

2018: Sadly, nuclear war is becoming a genuine possibility.",FALSE,FALSE,939616077356642000,12/10/2017 3:03,"@realDonaldTrump @daveweigel @washingtonpost HAHA, well played, Dave!",,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel, washingtonpost",3,,
Cindy Wolff,cindalawolff,100,4,133,8312,FALSE,FALSE,New York City,Central Time (US & Canada),18109,"Librarian by day, sputtering ranter by night",TRUE,FALSE,939560154269405000,12/10/2017 3:03,@realDonaldTrump You didn't mean a word of that. Will you apologize for redlining black people from renting in your father's buildings?,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
????????c??????????????H???????????????????,TCBESTEPEHAKNRI,261,0,78,7769,FALSE,FALSE,International??????,Hong Kong,802,#????nk??BizMilliYerliHerYerdeyiz????????#SesSizceN??betteyiz??????#YaistiklalYa??l??m!!Diyenlerdeniz,FALSE,FALSE,939680422493073000,12/10/2017 3:03,"@realDonaldTrump Damarina bastilar degilmi
laf dinlesen iyi olacakti. kipalilar seni kurtaramiyacak",,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
christylemon,christylemon,294,1,351,62403,FALSE,FALSE,"Texas, USA",Central Time (US & Canada),6209,,FALSE,FALSE,939680422493073000,12/10/2017 3:03,"@realDonaldTrump FFS, SPY45! Americans need protection from YOU &amp; your despicable,  actions. Your racism is showing... https://t.co/J46L5IcdRZ",,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/J46L5IcdRZ,1,realDonaldTrump,1,,
John Amick,johnamick,21,0,259,3686,FALSE,FALSE,,Quito,722,Embrace The Suck,FALSE,FALSE,939642796289470000,12/10/2017 3:03,"@realDonaldTrump No ""bone spurs"".",,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Trish Hackbart,trishthedish91,12,0,35,86,FALSE,TRUE,"Denver, CO",,39,,FALSE,FALSE,939634404267380000,12/10/2017 3:03,@realDonaldTrump @daveweigel For all the bullshit you've put this country through.... You should be fired! DOUCHEBAG!!,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel",2,,
Ed Glossor,edglosser2000,43,4,139,1266,FALSE,TRUE,"Fraggle Rock, USA",Pacific Time (US & Canada),3797,"?€?Humor, curiosity, and respect?€?those are the cornerstones of continued growth in a person?€?s life.?€?",FALSE,FALSE,939680422493073000,12/10/2017 3:03,@realDonaldTrump  https://t.co/t4hEBXewfz,,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,photo,
Lucy,dormulc,43,0,116,268,FALSE,TRUE,"Alaska, USA",,122,Common sense has died.,TRUE,FALSE,939634404267380000,12/10/2017 3:03,@realDonaldTrump @daveweigel You would think the media would want to regain its integrity. I hate the constant atte... https://t.co/voksuuCaSm,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/voksuuCaSm,1,"realDonaldTrump, daveweigel",2,,
D McC,deeoldpeacenik,2,0,30,172,FALSE,FALSE,,,338,,FALSE,FALSE,939680422493073000,12/10/2017 3:03,@realDonaldTrump SHOW US YOUR TAX RETURNS siding with the Russian enemies is not what real Americans do,,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Karma,Dina1trump,5287,20,5786,14067,FALSE,TRUE,,,15483,????BLOCKED BY HILLARY nd ROSIE...... sometimes a coincidence is too much of a coincidence!!,FALSE,FALSE,,12/10/2017 3:03,@realDonaldTrump https://t.co/vlasC07LOw,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/vlasC07LOw,1,realDonaldTrump,1,,
Regan Bell,phoenix036,737,0,996,28472,FALSE,TRUE,,,20034,,FALSE,FALSE,,12/10/2017 3:03,"@realDonaldTrump, do you wake up in the morning and ask yourself how you can fuck America up a little bit more?  Cause, I feel like you do.",,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,1,,0,,0,realDonaldTrump,1,,
Saint Brian The Godless,AWorldOutOfMind,8970,279,8397,127802,FALSE,FALSE,USA,Eastern Time (US & Canada),274607,"What Is The Nature Of Reality? #atheist #science 
Don't believe, think!
Hacking my own mind.

NOTE: If you like Trump or the GOP, move along. #Progressive",FALSE,FALSE,939485131693322000,12/10/2017 3:03,@realDonaldTrump aww shut yer piehole,,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,3,,0,,0,realDonaldTrump,1,,
Christmas Carolyng ?????????????????????????,ccrritchie,349,0,1430,51497,FALSE,TRUE,"North Carolina, USA",Eastern Time (US & Canada),8918,"My life? Family, dogs, books, food, the great outdoors. Always looking for the ridiculous and trying to avoid the a**holes.",FALSE,FALSE,939634404267380000,12/10/2017 3:03,"@realDonaldTrump @daveweigel Wow, @realDonaldTrump, talk about pots &amp; kettles! If you think @daveweigel should be f... https://t.co/JKeJpxQAlT",,,Twitter Lite,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/JKeJpxQAlT,1,"realDonaldTrump, daveweigel, realDonaldTrump, daveweigel",4,,
B. Pea,beepea06,1029,0,991,22722,FALSE,TRUE,"Long Island, NY",,24129,#NeverTrump,TRUE,FALSE,939634404267380000,12/10/2017 3:03,@realDonaldTrump @daveweigel Omg what is it with you and your unhealthy obsession with large crowds? Is it that you... https://t.co/z1GNOA5xG1,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/z1GNOA5xG1,1,"realDonaldTrump, daveweigel",2,,
steph salyer,steph_salyer,8,0,19,153,FALSE,TRUE,,,104,,FALSE,FALSE,939485131693322000,12/10/2017 3:03,@realDonaldTrump Your tweets are: https://t.co/QgZ2wdDAt5,,,Twitter Lite,realDonaldTrump,TRUE,FALSE,0,1,,0,,0,realDonaldTrump,1,photo,
Brady Walz,bdublinz,19,0,184,669,FALSE,TRUE,,,153,dad. runner. don't tweet much of value as recognized by my barely double digits followers.,FALSE,FALSE,939634404267380000,12/10/2017 3:03,"@realDonaldTrump @daveweigel So, then you should be fired for all your lies? Deal!!!",,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel",2,,
Travis Bickel,TravisBickel573,1,0,40,528,FALSE,TRUE,United States,,264,,TRUE,FALSE,939680422493073000,12/10/2017 3:03,"@realDonaldTrump Hey Archie Bunker, how many votes did you lose to Hillary by again? 3 MILLION? What a loser with a... https://t.co/3EWOair1pE",,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/3EWOair1pE,1,realDonaldTrump,1,,
Lynn Foster,gbssandwiches,28,0,9,539,FALSE,TRUE,,,1036,,FALSE,FALSE,939680422493073000,12/10/2017 3:03,@realDonaldTrump Says president 32%,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
BigAL,LeibmanAlain,14,1,148,605,FALSE,TRUE,,Pacific Time (US & Canada),1126,,FALSE,FALSE,939642796289470000,12/10/2017 3:03,@realDonaldTrump Any TV or movie recommendations while you're at it?  All Americans are comforted to know that you... https://t.co/InF5z9FjCL,,,Twitter for iPad,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/InF5z9FjCL,1,realDonaldTrump,1,,
Kid Shelleen,K_Shelleen,4720,47,5180,14181,FALSE,FALSE, #TGDN #TCOT #MAGA,Eastern Time (US & Canada),15846,"?€?My god, how little do my countrymen know what precious blessings they are in possession of, and which no other people on earth enjoy.?€?  - Jefferson",FALSE,FALSE,,12/10/2017 3:03,@realDonaldTrump #maga #tcot #ccot #ctot #pjnet #Islam https://t.co/6zvRRCHv7T,,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,"maga, tcot, ccot, ctot, pjnet, Islam",6,https://t.co/6zvRRCHv7T,1,realDonaldTrump,1,,
Jason,ethicalspeech,38,4,39,852,FALSE,TRUE,,,6449,Politics History Humanitarian,TRUE,FALSE,939564681743814000,12/10/2017 3:03,@realDonaldTrump @WhiteHouse @USArmy @USNavy Put the Diet Coke down and step away from the TV afterwards you traitorous piece of shit.,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, WhiteHouse, USArmy, USNavy",4,,
Robert Rodriguez,sctraining,32,0,291,273,FALSE,TRUE,"Paradise, Ca",Pacific Time (US & Canada),670,,TRUE,FALSE,939634404267380000,12/10/2017 3:03,@realDonaldTrump @daveweigel You are fake. #trumplies,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,trumplies,1,,0,"realDonaldTrump, daveweigel",2,,
Cecilia Gross,CeilGross,17,0,193,238,FALSE,TRUE,,,2515,,FALSE,FALSE,939680422493073000,12/10/2017 3:03,@realDonaldTrump ,,,Twitter for iPad,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
CJ,3LittleMonsters,197,8,430,1699,FALSE,FALSE,Earth ,Eastern Time (US & Canada),8258,calling twatwaffles as I see them since 2009 -- Pissing off conservatives one tweet at a time. --,TRUE,FALSE,939680422493073000,12/10/2017 3:03,@realDonaldTrump NO HUMAN IS ILLEGAL YOU FUCKFACE.,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Rob,angrypooka,83,4,188,401,FALSE,TRUE,,,3923,"Art Director, writer, dad. Author of the historical fiction novel, The Devil of London available ??????, https://t.co/TMnye0RuuI #resist",FALSE,FALSE,939680422493073000,12/10/2017 3:03,"@realDonaldTrump But all those killed by guns by white guys is cool because they bought them legally, right?",,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Dump~t~ Trump~t~,BeBuilt1,376,50,512,11139,FALSE,FALSE,"Florida, USA",Pacific Time (US & Canada),12857,"#Veteran. #HillaryClinton? #ImSTILLwithHer. Doing my part to expose #PresidentBannon, Putin's #Potus w/his #SelfDealing. & the #BreitbartCongress. What CRAP!",FALSE,FALSE,939680422493073000,12/10/2017 3:03,@realDonaldTrump We really can't wait until you get your new #RealityShow it will be GREAT!  You will be #KingOfTheBlock.,,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,"RealityShow, KingOfTheBlock",2,,0,realDonaldTrump,1,,
Stacy Fish,StandingForAll,19,0,63,2252,FALSE,TRUE,,Pacific Time (US & Canada),1469,,FALSE,FALSE,939485131693322000,12/10/2017 3:03,@realDonaldTrump Still better than FOX and they admit their mistakes so yeah I trust them more.,,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Blue In Greene,blueingreenemo,566,1,4312,51850,FALSE,TRUE,"Greene County, MO ",,22630,I think this is where I am supposed to tell you that RTs aren't necessarily endorsements. I am just sharing some of the amazing stuff out in the ether.,FALSE,FALSE,939560154269405000,12/10/2017 3:03,@realDonaldTrump This is one of the most offensive things you have done. A man who accused1st black President of no... https://t.co/FJOWn15xUI,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/FJOWn15xUI,1,realDonaldTrump,1,,
Gary Moore,msgtdubbya,1799,2,3285,438,FALSE,FALSE,"Riverside County, Ca.",,2107,"I am a sinner and a Christian, forgiven by Faith. Retired USAF, and a Patriot.        I will block marketers & Gold Diggers that follow me.",FALSE,FALSE,939616077356642000,12/10/2017 3:03,@realDonaldTrump @daveweigel @washingtonpost I watched the rally live on youtube. It was packed to the rafters and beyond,,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel, washingtonpost",3,,
Ann ???????????????? ????,afavon440,220,6,635,30554,FALSE,TRUE,Ohio,,8749,"""If you're not outraged, you're not paying attention.""",FALSE,FALSE,939642796289470000,12/10/2017 3:03,"@realDonaldTrump No one thinks of you as a ""commander"".  You're weak and you're doing a terrible job.",,,Twitter for iPad,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Sylmoi,Sylmois_World,84,0,514,797,FALSE,TRUE,"Virginia, USA",,12151,"Creative Business Woman, Original Gamer Girl, Wife, Mother, Political Observationist, People Watcher",FALSE,FALSE,,12/10/2017 3:03,@realDonaldTrump @SenateMajLdr @SpeakerRyan @SenSchumer @NancyPelosi @nytimes @washingtonpost @ABC @CBSNews @NBCNews https://t.co/gfWcsG5E7G,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/gfWcsG5E7G,1,"realDonaldTrump, SenateMajLdr, SpeakerRyan, SenSchumer, NancyPelosi, nytimes, washingtonpost, ABC, CBSNews, NBCNews",10,,
Mark Brenner,mbgoducks,83,0,316,31,FALSE,TRUE,"Portland, Oregon",,317,Marathon Runner. Sales Representative for General Mills. Run 30 to 40 miles a week. Go Ducks!!  #OregonMentality #AlwaysUs,TRUE,FALSE,939634404267380000,12/10/2017 3:03,@realDonaldTrump @daveweigel No you should be impeached...,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel",2,,
Nasty & Proud,Hoping2HelpMom,350,8,729,4546,FALSE,TRUE,"Los Angeles, CA",,4492,Just counting down the minutes until this vile Usurper in Thief and his repugnant administration are thrown into the clink.,FALSE,FALSE,,12/10/2017 3:03,@realDonaldTrump https://t.co/eMO0wjqIDR,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/eMO0wjqIDR,1,realDonaldTrump,1,,
DS,dshepherd62,42,1,562,1377,FALSE,FALSE,,Pacific Time (US & Canada),9900,"Retired Student Support Director/Education, Be grateful and kind, educate educate educate, work hard, play hard, love hard...learning is key",TRUE,FALSE,939616077356642000,12/10/2017 3:03,@realDonaldTrump @daveweigel @washingtonpost who cares you are a loser anyway,,,Twitter for Windows,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel, washingtonpost",3,,
