name,username,followers_count,listed_count,following,favorites,verified,default_profile,location,time_zone,statuses_count,description,geo_enabled,contributors_enabled,tweet_id,tweet_time,tweet_text,tweet_lat,tweet_long,tweet_source,tweet_in_reply_to_screen_name,tweet_direct_reply,tweet_retweet_status,tweet_retweet_count,tweet_favorite_count,tweet_hashtags,tweet_hashtags_count,tweet_urls,tweet_urls_count,tweet_user_mentions,tweet_user_mentions_count,tweet_media_type,tweet_contributors
CosmoPollylalala LaLockHimUp,UlovedMeOnce,415,1,684,7529,False,True,"Nashville, TN",,8978,tbh I get all dizzy when I look 2️⃣ far ahead or 2️⃣ far back 🙃 #LlamaOfJusticeIsCosmopolitanAF 🤠 Focus on the light. Justice is upon us.,False,False,937309279257792512,2017-12-03 13:36:43,@realDonaldTrump @ABC I wouldn't trust what you say if your tongue came notarized. ,,,Twitter for iPhone,realDonaldTrump,True,False,0,1,,0,,0,"realDonaldTrump, ABC",2,,
Damien McGee,ATLDamien,480,32,762,3805,False,False,"Atlanta, Ga",Eastern Time (US & Canada),5484,"Creative, traveler, food, wine & life lover. Just Breath and have a Cocktail. Did not vote for Trump.",True,False,937279001684598784,2017-12-03 13:36:43,"@realDonaldTrump Dude you're the one who lies and that's not fake news, it's fact!!!",,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
EyeOfNewt,NorthFish327,1,0,33,3626,False,False,,Central Time (US & Canada),1335,,False,False,937305615218696193,2017-12-03 13:36:42,"@realDonaldTrump It's not easy being a dictator, is it?",,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Andrea Mewhinney,AndreaMewhinney,72,1,22,15551,False,True,St John USVI,,7477,,False,False,937305615218696193,2017-12-03 13:36:42,@realDonaldTrump Nixon was more honest.,,,Mobile Web (M2),realDonaldTrump,True,False,0,1,,0,,0,realDonaldTrump,1,,
JanJan,JanetSlaton2,191,10,35,28220,False,True,,,1579,,False,False,937305615218696193,2017-12-03 13:36:42,@realDonaldTrump All these tweets about Hillary. Your a desperate liar. This has nothing to do with your corrupt tr... https://t.co/D2pXSFh4qK,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,https://t.co/D2pXSFh4qK,1,realDonaldTrump,1,,
Lynn,jlynnrt,3,0,32,104,False,True,,,1125,,False,False,937309279257792512,2017-12-03 13:36:42,@realDonaldTrump @ABC You can't sue a private citizen,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,"realDonaldTrump, ABC",2,,
Marge Schrempf,SchrempfMarge,36,1,115,1981,False,True,"Palm Bay, FL",,4554,"Old, retired Clinical Project manager. independent voter. Senior Citizen.",False,False,937301085156503552,2017-12-03 13:36:42,@realDonaldTrump @foxandfriends Hahahaha your state-run so called Fox news? Hahahaha,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,"realDonaldTrump, foxandfriends",2,,
Doug Marten,MartenDoug,1,0,9,404,False,True,,,314,,False,False,937141061343956992,2017-12-03 13:36:41,@realDonaldTrump @SLandinSoCal Don't worry yours is coming. Just those millions of dumbasses that supported you the... https://t.co/mCocwX9Jxz,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,https://t.co/mCocwX9Jxz,1,"realDonaldTrump, SLandinSoCal",2,,
Mert Wood,WoodMert,16,0,124,57,False,True,"West Frankfort, NY",,282,,False,False,937279001684598784,2017-12-03 13:36:41,@realDonaldTrump What a big FAT liar you are.,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
GJ,JanetRo76017123,8,0,86,103,False,True,United States,,206,Wham,False,False,937305615218696193,2017-12-03 13:15:21,@realDonaldTrump  https://t.co/FUjQNtbLIG,,,Twitter for iPhone,realDonaldTrump,True,False,0,1,,0,,0,realDonaldTrump,1,photo,
Lou Lzayche,LzaycheLou,1283,6,1815,12879,False,True,"United States, Earth",,35869,"*More the knowledge,lesser the ego;Lesser the knowledge,more the ego* Einstein-What's this imply about the illegitimatePOTUS?We're screwed.Want respect?Earn it.",False,False,937279001684598784,2017-12-03 13:15:20,@realDonaldTrump Lololololololololol. The panic runs deep.,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Jimmy Srahan,jimmystrahan,35,0,208,4570,False,True,,,2426,,False,False,937279001684598784,2017-12-03 13:15:20,@realDonaldTrump @PrisonPlanet Boss we know we have Comey 's testimony,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,"realDonaldTrump, PrisonPlanet",2,,
Barry Quinlan,BarryQuinlan,35,1,228,149,False,False,USA,America/New_York,1386,Not much to say. I am boring.,False,False,937305615218696193,2017-12-03 13:15:20,@realDonaldTrump Your attempt at deflection is not working,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
TrumpLuvr2000,TrumpLuvr2000,2,0,44,0,False,True,,,3976,,False,False,,2017-12-03 13:15:20,@realDonaldTrump u r great string cheese haven't had happy it's a metaphor #trumpinalong,,,TrumpLuvr2000,realDonaldTrump,True,False,0,0,trumpinalong,1,,0,realDonaldTrump,1,,
Manny Walker,Manny_Insanity,542,22,1845,16644,False,True,"Cincinnati, OH",,11940,"Business writer and fiction writer.  Proud Graduate of the University of Cincinnati

Cincinnati sports fan and Houston Rockets fan",False,False,937301085156503552,2017-12-03 13:15:20,@realDonaldTrump @foxandfriends Clinton isn't the President you are.,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,"realDonaldTrump, foxandfriends",2,,
Leia of Alderaan,of_alderaan,62,0,78,5568,False,True,,,1253,"American, human, tired of Trumps lies.   #theResistance",False,False,937305615218696193,2017-12-03 13:15:20,"@realDonaldTrump @Comey has more integrity, honesty, and respect then you will ever have.  You Donald are the one w... https://t.co/kkHDT0EAp6",,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,https://t.co/kkHDT0EAp6,1,"realDonaldTrump, Comey",2,,
Matt Menard,MattMenard13,16,0,46,87,False,True,"Hull, Quebec",,91,Husband in love. Proud Father. Nature lover. Pens Fan. Fit-life. Smoker of meats. Travel enthusiast.,False,False,937305615218696193,2017-12-03 13:15:20,@realDonaldTrump Can't wait for you and your ignorant terrorist friends to go down in flames! You're a waste of ski... https://t.co/heStX8BPMN,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,https://t.co/heStX8BPMN,1,realDonaldTrump,1,,
shahin akther,mdshahinakther1,403,1,2771,2946,False,False,Bangladesh,,1812,Professional Graphics Designer #fiverr #frelancer #Upwork #peoplePerHour #CEO Shahin Builder,False,False,937279001684598784,2017-12-03 13:15:19,"@realDonaldTrump https://t.co/ElJqH2Z0zO
https://t.co/kuRcOhgo0z
https://t.co/LLYHaeRKU0
https://t.co/IdmzsbI2BK",,,Twitter Web Client,realDonaldTrump,True,False,0,1,,0,"https://t.co/ElJqH2Z0zO, https://t.co/kuRcOhgo0z, https://t.co/LLYHaeRKU0, https://t.co/IdmzsbI2BK",4,realDonaldTrump,1,,
Just Bob,deepstatepotato,678,7,799,37990,False,False,"England, United Kingdom",London,26239,"American expat, rich inner life, cloddish outer life. There will be cursing.",False,False,937305615218696193,2017-12-03 13:15:19,@realDonaldTrump The panic is setting in.  So much fun watching you flail and lie.  We're in for a real show here..... https://t.co/qhUq8VdByF,,,Twitter for Android,realDonaldTrump,True,False,4,12,,0,https://t.co/qhUq8VdByF,1,realDonaldTrump,1,,
Andrew Dunlap,drewgettingold,23,0,83,231,False,True,,,1195,Government & Politics Health Fun News,True,False,937007006526959618,2017-12-03 13:15:19,@realDonaldTrump It's like being able to see inside the mind of a criminal.   Or lunatic.,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
雷神外人,GaijinRaijin,78,1,375,471,False,True,東京都,,1080,⛈⛈⛈⛈⛈⛈⛈⛈⛈⛈⛈⛈⛈⛈,False,False,937305615218696193,2017-12-03 13:15:19,@realDonaldTrump You just threatened the FBI,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
chris wins,chriswinsit,201,1,168,27435,False,True,,,5624,"Life long S.Jersey shore resident. Working class American! Strong supporter of Veterans! No time for Bots or abusive people, you will be immediately blocked!",False,False,937305615218696193,2017-12-03 13:15:19,@realDonaldTrump Comey's investigation helped cost Hillary the election! Mueller is doing a GREAT JOB! Do yourself a favor &amp; #Resign,,,Twitter for Android,realDonaldTrump,True,False,0,0,Resign,1,,0,realDonaldTrump,1,,
Ashleigh,Superscanlan,145,0,275,1414,False,True,"St Kilda, Melbourne",Central Time (US & Canada),395,,True,False,,2017-12-03 13:15:19,@realDonaldTrump https://t.co/vsmy4cWg8m,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,https://t.co/vsmy4cWg8m,1,realDonaldTrump,1,,
CaptainPukeFish,CaptainPukeFish,38,0,194,516,False,False,"Boston, MA",,155,"Crunchy on the outside, dead on the inside.",False,False,937305615218696193,2017-12-03 13:15:18,@realDonaldTrump Look at what the president is telling you,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Patrick Dolan,Patrick39139281,29,1,147,48438,False,True,,,1556,,False,False,937145025359761408,2017-12-03 13:15:18,"@realDonaldTrump I'm confident truth and justice will prevail in the end. In other words, you are totally screwed.",,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
"Onward, Rad Pols",onwardradpols,109,3,141,37,False,False,,Central Time (US & Canada),1645,"You know my name, look up the number",False,False,937301085156503552,2017-12-03 13:15:18,@realDonaldTrump @foxandfriends you are embarrassing your country around the world both by criticizing the rep of t... https://t.co/s52jIsd6Nd,,,Echofon,realDonaldTrump,True,False,0,0,,0,https://t.co/s52jIsd6Nd,1,"realDonaldTrump, foxandfriends",2,,
Rainaleigh Adamowicz,RayAdamowiczjr,482,2,1061,8669,False,True,"Cleveland, OH",,11711,"Trans,Dem,sick of politicians,AND,Donald Trump,the GOP,and,any Bigoted Attitude!",True,False,937301085156503552,2017-12-03 13:15:18,@realDonaldTrump @kimmytoronto @foxandfriends Bull,,,Twitter for Android,realDonaldTrump,True,False,0,1,,0,,0,"realDonaldTrump, kimmytoronto, foxandfriends",3,,
Cyanna #Resist,Cyan1137,2141,39,1269,10378,False,False,"Florida, USA",Eastern Time (US & Canada),57274,"#Resist #TrumpRussia If you like Trump, don't follow. Cyan, Suki, Navin, Echo and my beloved Twiggy OTR 10/31/16 All #Rescue #AdoptDontShop Member of #BABP",False,False,937301085156503552,2017-12-03 13:15:18,@realDonaldTrump @foxandfriends #LockHimUp #LockHimUp #LockHimUp I can't wait for Mueller to nail your ass. Get ready for a pounding.,,,Twitter Web Client,realDonaldTrump,True,False,0,0,"LockHimUp, LockHimUp, LockHimUp",3,,0,"realDonaldTrump, foxandfriends",2,,
Joe Profilio,mysayjp,92,2,404,6907,False,False,"Brisbane, Queensland",Brisbane,11067,Staying  Focus - Keeping it Balanced and Real.  Exposing  Alternative Facts and Fake News Pushers.,False,False,937301085156503552,2017-12-03 13:15:17,@realDonaldTrump @foxandfriends Evidence ?,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,"realDonaldTrump, foxandfriends",2,,
Toby Joe Boudreaux,tobyjoe,1645,148,1065,20122,False,False,"Maplewood, NJ",Eastern Time (US & Canada),22612,In the market for a few private airplanes. The more broken-down the better. #ThanksMcCain,False,False,937301085156503552,2017-12-03 13:00:47,@realDonaldTrump @foxandfriends He's watching tv again guys! @realDonaldTrump  - wonder if you will get @foxandfriends from prison?,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,"realDonaldTrump, foxandfriends, realDonaldTrump, foxandfriends",4,,
Warlord,MorbidLord,17,0,134,242,False,False,,Atlantic Time (Canada),522,,False,False,937279001684598784,2017-12-03 13:00:47,@realDonaldTrump Shut up,,,Twitter Lite,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
CEW1,Cwedding1,2062,0,2562,30442,False,False,USA,,67723,"Proud to be part of The Resistance. Thanks😘to overseas friends who help/support us. Proudly followed by FUNDER, Nancy Sinatra, etc! 👊🤗",False,False,937279001684598784,2017-12-03 13:00:46,@realDonaldTrump  https://t.co/HsgzQHRMOd,,,Twitter Lite,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,photo,
Rep. James White,James_E_White,9017,309,9918,2674,False,False,"Hillister, TX",Central Time (US & Canada),11533,"Conservative Republican - State Representative, Texas House District 19 - Chairman of Tx House Corrections Committee - US Army Veteran - Child of God",False,False,937301085156503552,2017-12-03 13:00:46,@realDonaldTrump @foxandfriends Whose in charge in DC?,,,Twitter for iPad,realDonaldTrump,True,False,1,1,,0,,0,"realDonaldTrump, foxandfriends",2,,
PO,elpadredebolsas,95,1,296,4611,False,True,,,8131,,True,False,937279001684598784,2017-12-03 13:00:46,"@realDonaldTrump Even if the pretend to, no one in the world really believes you over James Comey.",,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Dan Walter,danwalterwriter,1783,13,3394,21735,False,True,United States,Central Time (US & Canada),26886,"Writer, former Senate staffer, ​politcal consultant. Write stories about hospital safety and corporate influence in healthcare. https://t.co/X6v3QTLK5p",False,False,,2017-12-03 13:00:46,"@realDonaldTrump Gee, I wonder why Pompeo's getting the boot. https://t.co/Psy1zbpveq",,,Twitter Web Client,realDonaldTrump,True,False,0,0,,0,https://t.co/Psy1zbpveq,1,realDonaldTrump,1,,
Jeff Camp,jcc271,47,2,101,27,False,True,"ÜT: 41.257344,-95.916341",Central Time (US & Canada),1458,"Omaha area chef, restaurateur, and IT guy.",False,False,,2017-12-03 13:00:45,@realDonaldTrump Holy cow. Have you looked in the mirror lately? https://t.co/9ZTykOc9cu,,,Twitter Web Client,realDonaldTrump,True,False,0,0,,0,https://t.co/9ZTykOc9cu,1,realDonaldTrump,1,,
Sue,backyardprairie,85,1,254,9279,False,False,,,5717,Things I try to do. Listen. Love. Laugh.,False,False,937279001684598784,2017-12-03 13:00:45,@realDonaldTrump  https://t.co/DKCTqHiHEm,,,Twitter Web Client,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,photo,
Melissa Youssi,MelissaYoussi,639,1,1031,2609,False,True,"Linthicum, MD",,2264,I have three favorite f-words. one is my son's name and one is feminism. empowered women empower women. Midwife. BfH. FBR.,False,False,937301085156503552,2017-12-03 13:00:45,@realDonaldTrump @foxandfriends  https://t.co/PYGGsRCZZz,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,"realDonaldTrump, foxandfriends",2,photo,
Mike Boyd,ArmySniper66,1,0,15,14,False,True,,,323,,False,False,937301085156503552,2017-12-03 13:00:45,@realDonaldTrump @foxandfriends Way to try and deflect the Russian probe on you and your corrupt cronies.  Your goi... https://t.co/sjUATWNxfq,,,Twitter Lite,realDonaldTrump,True,False,0,0,,0,https://t.co/sjUATWNxfq,1,"realDonaldTrump, foxandfriends",2,,
Michael Egan,Mickster591,16,0,183,536,False,True,"Illinois, USA",,914,,False,False,937301085156503552,2017-12-03 13:00:45,@realDonaldTrump @foxandfriends A financial conflict of interest? You are very familiar with those aren't you? They... https://t.co/1G1AEXpTfP,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,https://t.co/1G1AEXpTfP,1,"realDonaldTrump, foxandfriends",2,,
Don McCrory,dgm81261,0,0,10,71,False,True,Virginia,Quito,228,,True,False,937301085156503552,2017-12-03 13:00:44,"@realDonaldTrump @foxandfriends Dude, you already confessed to a felony on twitter yesterday. You tried to backtrac... https://t.co/8e8Mwqk5Vh",,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,https://t.co/8e8Mwqk5Vh,1,"realDonaldTrump, foxandfriends",2,,
Llorac,Llorac11,493,6,726,24803,False,True,,,8758,Flowers are the gems of the garden,False,False,937301085156503552,2017-12-03 13:00:43,@realDonaldTrump You're going to prison ,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Mary Lee Morton,MaryLeeMorton6,5,0,36,316,False,True,,,242,,False,False,937142713211813889,2017-12-03 13:00:43,"@realDonaldTrump You're in pretty deep. You need to worry about Lil Donnie! Godspeed,Mueller!!!!$",,,Twitter Web Client,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
HeyBoo🐘,Eagles_Lifer,955,55,1655,63952,False,False,"Philadelphia, PA",Eastern Time (US & Canada),105783,"The Walking Dead. Caryl. Donald Trump is #NotMyPresident #Resist

The Philadelphia Eagles. #FlyEaglesFly",True,False,937297341266190336,2017-12-03 13:00:43,"@realDonaldTrump The only miscarriage of justice is you stealing the presidency. But you're going down and you know it. F*ck off, fatass.",,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
TheRedStates,TrumpsSouthHQ,1731,14,2975,32536,False,True,Knee Deep In Alligators! ,,27720,"There's a difference between right & wrong. The wrong alway's get's the money.
#MAGA #DrainTheSwamp
#Soros18Billion
#NotABot Founder #MerryChristmasAgain

奥巴马是",False,False,,2017-12-03 13:00:43,"@realDonaldTrump Blast from the past.

https://t.co/iHdnTR39lR",,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,https://t.co/iHdnTR39lR,1,realDonaldTrump,1,,
(((ElaineSL))),elainesharonnyc,83,0,280,6054,False,True,NYC,,2431,"""Justice, Justice, shall you pursue"" (Deuteronomy). ""We must always take sides. Neutrality helps the oppressor, never the victim"" (Elie Wiesel).",False,False,937279001684598784,2017-12-03 13:00:43,"@realDonaldTrump ""I hope you can let this go."" from the President to an investigator is interference. Why else would you say it?",,,Twitter for iPad,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Ka100 Girl,Ka100Girl,12,2,8,197,False,False,Be Watchful,Central Time (US & Canada),472,,False,False,,2017-12-03 13:00:43,@realDonaldTrump nobody with common sense is buying the sh!t you are shoveling...,,,Twitter Web Client,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
marc  brewer,marc7brewer,603,5,2042,4158,False,False,"west blocton, alabama",Central Time (US & Canada),15920,just a fan.love getting replies,True,False,937301085156503552,2017-12-03 13:00:43,@realDonaldTrump @foxandfriends ,,,Twitter Web Client,realDonaldTrump,True,False,0,0,,0,,0,"realDonaldTrump, foxandfriends",2,,
Gary Nabhan,GPN14,2385,66,2182,1179,False,True,,Central Time (US & Canada),33169,"Standing for the National Anthem, saluting the flag and clinging to the quaint notion of a Constitutional republic and a government of laws, not men.",False,False,937301085156503552,2017-12-03 13:00:42,"@realDonaldTrump @foxandfriends The entire FBI has been tainted by James Comey, Andrew McCabe and Peter Strzok.",,,Twitter for iPhone,realDonaldTrump,True,False,2,2,,0,,0,"realDonaldTrump, foxandfriends",2,,
Courtney,phillyfan1024,165,0,385,13991,False,False,,Hawaii,2725,I like to think I'm decent at surfing.... I'm not. Tan line enthusiast,True,False,937279001684598784,2017-12-03 12:42:47,"@realDonaldTrump We're supposed to take your word- a pathological liar, for what it is. Yeah ok, I'll get right on that.",,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Don Friedman,drf55,32,1,51,303,False,True,,,2305,,False,False,937141061343956992,2017-12-03 12:42:47,"@realDonaldTrump @TomiLahren If you really think Flynn's only crime was lying to the FBI, then you are completely c... https://t.co/lncsNJZyik",,,Twitter Web Client,realDonaldTrump,True,False,0,0,,0,https://t.co/lncsNJZyik,1,"realDonaldTrump, TomiLahren",2,,
tomc@corny203,corny203,76,1,148,5530,False,False,"Burlington, NC",,2053,"music lover blues-classic rock,love animals Doberman lover grandkids & family, liberal & go Uconn,& NY Giants & Celtics #resist",True,False,937142713211813889,2017-12-03 12:42:46,@realDonaldTrump MORON!!!!!#impeachtrump,,,Twitter for Android,realDonaldTrump,True,False,0,0,impeachtrump,1,,0,realDonaldTrump,1,,
Walt FitzPatrick,FitzPatrickWalt,31,0,26,3260,False,True,"Wayne, NJ",,945,40 something man child working my way through this crazy world.,False,False,937297341266190336,2017-12-03 12:42:45,@realDonaldTrump Settle down Donny Boy. All these silly tweets won't distract us from your impending impeachment. A... https://t.co/HhKzm24gpb,,,Twitter for iPhone,realDonaldTrump,True,False,0,1,,0,https://t.co/HhKzm24gpb,1,realDonaldTrump,1,,
Cathy,CathyCrj21,25,0,61,411,False,True,"Saint Pauls, NC",,480,Owner of a farm. Living the life. Registered Nurse. Mamaw of 3. Five time cancer survivor. Scared spitless about 'pre-existing condition' clause,False,False,937141061343956992,2017-12-03 12:42:45,"@realDonaldTrump It's called ""Justice "", Donald.",,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Jim Roberts,tweetynine,30,0,46,15,False,False,"Tampa, FL",Eastern Time (US & Canada),489,,True,False,937141061343956992,2017-12-03 12:42:45,@realDonaldTrump Sound bite. Sound bite. Talking point. Talking point. Shut up,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
mike,perhachmike,11,2,34,43,False,True,,,1350,,True,False,937279001684598784,2017-12-03 12:42:45,"@realDonaldTrump Of course not you always tell the truth !!  LIAR !!!! Go get ""em"" Mike Flynn !! You'll be an America Hero !!",,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
H F Smith,HFSmith4,955,2,1734,11672,False,True,Marietta Pa.,,13926,"Member mayflower soc. And sons of american revolution, Ware family of cabinet makers, so. Jersey",False,False,937297341266190336,2017-12-03 12:42:44,"@realDonaldTrump Maybe you and your ""law and order"" are going to wait till we the ppl SHOW YOU AND YOUR WORTHLESS S... https://t.co/I0qdoMbvNl",,,Twitter for Android,realDonaldTrump,True,False,1,0,,0,https://t.co/I0qdoMbvNl,1,realDonaldTrump,1,,
Guthrie's Machine,SongOfTheMasg,281,11,472,1189,False,False,Riverside CA,Arizona,8574,Husband. Father. Brother. Democratic Socialist. I am a flawed human trying to create a better me for the world I want my children to grow up in.,False,False,937279001684598784,2017-12-03 12:42:44,"@realDonaldTrump Please. Keep it up. You're doing a great job on twitter,sir. This is where you shine like gods glo... https://t.co/OssYVyoLY6",,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,https://t.co/OssYVyoLY6,1,realDonaldTrump,1,,
KC,squirrelinNH,783,54,104,46,False,True,Portsmouth NH,Atlantic Time (Canada),60477,Live tweeting of Federal Reserve & Gold Silver Cartel manipulations  ...guard your nuts....WINTER IS COMING....,False,False,936688444046266368,2017-12-03 12:42:42,@realDonaldTrump hahahahahahahahahahahahahahaha,,,Twitter Web Client,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Roz Alexander,roz233,2732,148,2606,17916,False,False,,Mid-Atlantic,96148,"Dancer & artist, love animals. Big Haley Reinhart fan. Best Idol ever, destined 4 super stardom. ff 12 9 11. Pro Dem Obama 2012
Hillary Clinton 2016",True,False,937279001684598784,2017-12-03 12:42:42,"@realDonaldTrump THATS A BIG FAT LIE.
WE SAW YOU. YOU EVEN SAID IT ON TV ON INTERVIEW
Pinocchio https://t.co/ugNzh4sVOH",,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,photo,
Talmadge,Tallyho1966,8,0,23,142,False,True,,,3785,,False,False,937297341266190336,2017-12-03 12:42:41,@realDonaldTrump It should be the law if an illegal person enters this country illegal any any American citizen sho... https://t.co/XoXDHD4NET,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,https://t.co/XoXDHD4NET,1,realDonaldTrump,1,,
Mary Pittman,MaryPit82268884,195,0,244,3745,False,False,"Michigan, USA",,985,"#Resist illegitimate potus,  Equality, protect our planet, women uprise",False,False,937136868608626689,2017-12-03 12:42:41,@realDonaldTrump  https://t.co/7z4Gw3XKJc,,,Twitter Web Client,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,photo,
🇺🇸OUST 45🇺🇸,Oust45,72,0,186,115,False,False,,Stockholm,778,"Artist, Photographer, Dad",False,False,937297341266190336,2017-12-03 12:42:41,@realDonaldTrump The worst miscarriage of justice historically is that you have been allowed to fuck the American p... https://t.co/DTiGWoFHyU,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,https://t.co/DTiGWoFHyU,1,realDonaldTrump,1,,
WilcoMeThat,WilcoMeThat,10356,121,9655,17152,False,False,Chicago,Central Time (US & Canada),42337,I am so out of tune. Shemp Howard is my spirit animal. Watching the world end in super-slo-mo. #TheResistance,True,False,937279001684598784,2017-12-03 12:42:41,@realDonaldTrump  https://t.co/vsqilXGj9o,,,Twitter for iPhone,realDonaldTrump,True,False,3,9,,0,,0,realDonaldTrump,1,photo,
Katrina M,KatrinaKmsw2008,34,0,256,3429,False,True,,,956,"common sense driven...love of all folk...hater of none...proud child of God, and blessed beyond measure...a pleasure to meet you!",False,False,937141061343956992,2017-12-03 12:42:41,@realDonaldTrump HILLARY  HILLARY HILLARY OBAMA  OBAMA OBAMA.,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Terri B,bamaslammer73,86,0,445,2545,False,True,"West Virginia, USA",,1077,,False,False,937141061343956992,2017-12-03 12:42:40,"@realDonaldTrump You're pathetic.   keep this fear, it suits you well.",,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
EverythingsTemporary,SallySueIam,767,16,3670,4217,False,False,,Eastern Time (US & Canada),10605,"""You must not lose faith in humanity. Humanity is an ocean; if a few
drops of the ocean are dirty, the ocean does not become dirty.""
— Mahatma Gandhi",True,False,937297341266190336,2017-12-03 12:42:40,@realDonaldTrump You should stop tweeting. https://t.co/pqmz2fVHBa,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,photo,
Dignan Breaks Free,DignanRevenge,247,7,635,7343,False,False,On a lake. Between the teees.,Central Time (US & Canada),8798,for clarity. both parties are failing us. sports lover.,True,False,937142713211813889,2017-12-03 12:42:40,"@realDonaldTrump No, we are asking when will we have a capable leader who isnt a world wide embarrassment.",,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
joanne ruddy,joanneruddy,10,0,4,8,False,False,new jersey,,957,,False,False,937142713211813889,2017-12-03 12:42:38,@realDonaldTrump Here you go again trying to deflect attention to Hilary! It is you that we are waiting for the jus... https://t.co/zKvdtZCMpG,,,Twitter Lite,realDonaldTrump,True,False,0,0,,0,https://t.co/zKvdtZCMpG,1,realDonaldTrump,1,,
Zach Viana,zach_viana,69,2,585,608,False,True,"Durham, NC",,1316,Liberal Trump antagonizer and mega-nerd.,False,False,937279001684598784,2017-12-03 12:27:54,@realDonaldTrump You literally told Lester Holt that you asked Comey if he could not investigate Flynn,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Dawn Summers,dsummc,27,0,84,148,False,True,,,74,,False,False,937142713211813889,2017-12-03 12:27:54,"@realDonaldTrump If you people COULD prosecute her, you WOULD.  Are you kidding me?  I don't disagree what she did... https://t.co/kbCDRvlXsR",,,Twitter for Android,realDonaldTrump,True,False,0,1,,0,https://t.co/kbCDRvlXsR,1,realDonaldTrump,1,,
Wandile Zwane,WandileZwane6,59,0,171,5144,False,True,Mzansi ,,1469,Football Government Travel News Music Entertainment Radio & TV World News International Entertainment,False,False,937279001684598784,2017-12-03 12:27:54,"@realDonaldTrump Seems everyone is a liar, except you!",,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
